mangaId,title,img,latestChapter,rating,src,description,authors
manga-rq994551,Into The Horizon,/mangaimage/manga-rq994551.jpg,Chapter 27,3.93,/manga/manga-rq994551,"Into The Horizon summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Into The Horizon. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Team S&
manga-vn972670,The Legendary Moonlight Sculptor (Novel),/mangaimage/manga-vn972670.jpg,Chapter 53,3.49,/manga/manga-vn972670,"The man forsaken by the world, the man a slave to money and the man known as the legendary God of War in the highly popular MMORPG Continent of Magic. With the coming of age, he decides to say goodbye, but the feeble attempt to earn a little something for his time and effort ripples into an effect none could ever have imagined. Through a series of coincidences, his legendary avatar is sold for 3.1 billion won, bringing great joy to him, only to plunge him into despair at losing almost all of it to vicious loan sharks. With revelation of money through gaming, he rises from the abyss with new found resolve and steps forward into the new age of games led by the first ever Virtual Reality MMORPG, Royal Road. This is the legend of Lee Hyun on his path to becoming Emperor with only his family loving heart, his boundless desire for money, his unexpected mind, his diligently forged body and the talent of hard work backing him.",Nam Heesung
manga-po992523,"Take Me, I'm Yours",/mangaimage/manga-po992523.jpg,Chapter 115,4.58,/manga/manga-po992523,"Have you ever had a ghost as a roommate? That's the situation that confronts Chanyang Jeong when a haunting turns into a homestay. The ""ghost"" in question is actually Jian Nam, heir to the Baekgyeong Group, who's currently in a coma after a suspicious accident. Jian needs to remain near Chanyang for three months to find out if he can wake up from the coma, so the two are forced to cohabitate. Can Chanyang uncover the truth behind Jian's accident, and endure living with her unexpected guest for three months?",Rosebean
manga-rb995110,Debu To Love To Ayamachi To!,/mangaimage/manga-rb995110.jpg,Chapter 33,3.94,/manga/manga-rb995110,"Yumeko used to be bullied for being bigger than other girls, but after she almost dies in an accident and awakens with no memories, she decides to turn her life aroundーby living happily in her own skin and even going after the one she loves.",Mamakari
manga-vj998718,Nemuro-Kun Wa Kao Ga Ii!,/mangaimage/manga-vj998718.jpg,Chapter 11,4.7,/manga/manga-vj998718,"Nemuro-kun sits next to me. He always hides his face with his bangs, and most people at school do not know his real face. One day, Takamura happened to know his face, and she couldn't take his eyes off Nemuro-kun! I love Nemuro-kun's face. But that is all I know. This is a school love comedy that begins with a face, where they gradually get to know each other!",Samo Suke
manga-sr995426,It's Not Easy Being The Ice Emperor's Daughter,/mangaimage/manga-sr995426.jpg,Chapter 29,4.62,/manga/manga-sr995426,"Princess Dia of the Freige Empire was killed by her father, the emperor, on her 17th birthday. Afterward, the emperor embraces her daughter's corpse and freezes the world to destruction.Anna, an office worker of a black company, was reading a novel with a tragic ending before she went to bed.When she wakes up the next morning, she has become Dia in her novel! ?Of course, her father is the Ice Emperor, who is feared for his cruelty and ruthlessness.Just like in the original, the Ice Emperor mercilessly directs his bloodlust toward his young daughter.""At this rate, she will really die on her 17th birthday... no, she will be killed before that."" trying to change...""Why did the Ice Emperor destroy the world while crying after killing his daughter?""",Maripara
manga-nr964574,Kaguya Hime,/mangaimage/manga-nr964574.jpg,Chapter 211,2.15,/manga/manga-nr964574,"From ShoujoMagic:On Kabuchi-jima, an island ruled by Princess Kaguya, ten children were raised as sacrificial victims. Several of the children thought they had escaped their fate when they escaped the island. But nearly a decade later, the kids are still dying in the order and at the time they would have as sacrifices... Their only hope now is to reunite and return to the island to seek out and destroy the source--the legend, the blood-lusting Moon Princess--before time runs out.In 2002 Kaguya Hime received the 47th annual Shogakukan Manga Award for shoujo.",Shimizu Reiko
manga-jo957549,Hatsukoi Limited,/mangaimage/manga-jo957549.jpg,Vol.4 Chapter 32.5 : Emergency Omake,4.17,/manga/manga-jo957549,"From Mangahelpers: Being an adolescent girl is just one problem after another. Middle-schooler Arihara Ayumi receives a note from a high-schooler, a very large and intimidating boy, Zaitsu Misao, asking her out. Frightened and intrigued, she doesn't know what to do! From Baka-Updates: A series of related stories about (a lot of) middle and high school students as they discover their hatsukoi (first love).",Kawashita Mizuki
manga-ua998035,Guiding Hazard,/mangaimage/manga-ua998035.jpg,Chapter 27,4.43,/manga/manga-ua998035,"You’re always in my memories! Lee Taegun, Is a S-Class Esper who refuses to be guided due to trauma. His new guide, Seo Eun-seong, tries a more gentle guiding that he’s never done before. This soft approach of Seo Eun-Seong, Who never crosses boundaries, only increases Lee Taegun's suspicions. This leads to Lee Taegun's provocation to reveal his true feelings. Will the romance between the two, ""Sexy Provocation VS. Iron Wall Defense,"" Who met as a guide and Esper while keeping a differently remembered past, begin...?",Chungnyun
manga-rb994910,Goodbye Declaration,/mangaimage/manga-rb994910.jpg,Chapter 9,4.61,/manga/manga-rb994910,"Goodbye Declaration manga, Kakeru Kiritani is a boy who is not good at socializing, doesn't attend school, and spends most of his time playing video games. In his last year of highschool, a fateful encounter awaits him! The one who appears in front of Kakeru is the complete opposite of him. She's naive, has a lot of fans and haters, and causes a lot of problems, but even so she's a beautiful girl who catches everyone's attentionRena Nanase!Torn between love and dreams, where is their last year of highschool headed!?The hit song ""Goodbye Declaration,"" which has over 100 million views on YouTube, has been adapted into a novel, and now it's going to crazily bloom into a manga!",Chinozo
manga-ii985465,Daybreaking Romance,/mangaimage/manga-ii985465.jpg,Chapter 64,4.74,/manga/manga-ii985465,"Blacked out from drinking, just what happened with his crush during that time...?!Dong Saebyeok, a scary-looking but softhearted guy who falls for his cool-headed junior, Seo Gwangchae.Watch their cute campus romance unfold because no matter how bad the day is, the sun always rises!",Yoowol
manga-gj983644,The Housewife,/mangaimage/manga-gj983644.jpg,Chapter 29,4.62,/manga/manga-gj983644,A life of high school student when his hidden secret as a housewife almost is revealed.,Eun Cho
manga-oh966316,Me-Teru No Kimochi,/mangaimage/manga-oh966316.jpg,Vol.3 Chapter 28,4.02,/manga/manga-oh966316,"Koizumi, Shintarou is 30 years old, a virgin, and has isolated himself in his room for 15 years. He has become a burden on his father, Koizumi Yasujirou. one day, Shintarou makes a proposition that if Yasujirou gets a girlfriend, Shintarou will come out of his room. It turns out that Yasujirou has already made a girlfriend, a young beautiful woman, Yoshinaga Haruka, who is with Yasujirou for her own personal reasons.Yasujirou and Haruka decide to get married, but Yasujirou dies on their honeymoon. Now Haruka decides to take care of Shintarou, and so this weird ""mother and son"" are now living together.",Oku Hiroya
manga-cu954255,Sensei Kunshu,/mangaimage/manga-cu954255.jpg,Vol.13 Chapter 48.5: Extra Chapter: Daily Life At The Hiromitsu Home,4.67,/manga/manga-cu954255,"From Chibi Manga:Ayu saw the boy she loves, the handsome teacher Hiromitsu, throwing away a nice girl.But then, Hiromitsu is treating her so hard... Ayu's real lessons will start!",Kouda Momoko
manga-xi956343,Ane Doki!,/mangaimage/manga-xi956343.jpg,Vol.4 Chapter 26.5 : Epilogue,4.61,/manga/manga-xi956343,"From the creator that brought you Ichigo 100% and Hatsukoi Limited comes her latest series: Ane Doki.The story centers on a 13 year old boy who is pushed around by a mysterious 17 year old girl. First she forces him to let her move in with him, then she takes his bed and that's only the beginning. What's in store for this innocent 13 year old boy whose life is being throw upside down by this girl!?From Baka-Updates:Ah, the dream of 13! Kouta is our normal everyday boy, living with his fun-loving workaholic father. Lusting after the school idol in his class, playing games with his friend... there's nothing especially noticeable about him. But one day his father has to transfer to Sapporo and then appears a girl who volunteers to be Kouta's live in caretaker. And what a girl!Everything about her is mysterious: her mysterious incredibly showy body, her mysterious interest in our boy, and her mysterious need to sleep in the same room...Doki, doki...",Kawashita Mizuki
manga-li989191,Kill Me Next Time,/mangaimage/manga-li989191.jpg,Chapter 69.5,4.38,/manga/manga-li989191,"Kill Me Next Time summary is updating. Come visit MangaNato.com sometime to read the latest chapter of Kill Me Next Time. If you have any question about this manga, Please don't hesitate to contact us or translate team. Hope you enjoy it.",Updating
manga-te996961,My Husband's Scandal,/mangaimage/manga-te996961.jpg,Chapter 48,3.97,/manga/manga-te996961,"Read manhwa My Husband's Scandal /  /  /  /  /   Jung Seohyun has just about had it with married life. She wants nothing more than to divorce her cheating husband, Ma Kijin, and move on from their loveless marriage. All she needs is his signature on the divorce papers, but next thing she knows, Kijin has gotten into a major car accident. And to top it all off, it seems he's forgotten everything about her! Could this be Seohyun's opportunity to fix things between them? Or will the shards of their broken marriage just end up hurting them both?",Tae So Young
